Real_Name,paper_name,EstimatedLonePairs,num_electroneg_1_3_neighbors,mean_ring_planarity,ElectronegativitySum,Net partial charge,NCO_count,num_nitrogens,num_oxygens,num_sulfurs,num_hbd,num_hba,num_carbon_aromatic_rings,num_nitrogen_aromatic_rings,num_all_cycle_atoms,num_cycle_nitrogens,num_cycle_oxygens,num_cycle_sulfurs,num_cycle_carbons,pore_avg,pore_median,pore_std
188,188,1.0,0,0.0565,173.66,2.0,0,4,0,0,0,2,4,2,20,4,0,0,16,5.819278040816326,4.696,4.169561845761157
189,H31,52.0,0,0.0612,325.88,3.995,0,8,4,0,4,12,6,4,38,8,0,0,30,6.765379368029739,5.88357,2.853301416679241
19,H5,26.0,0,0.1728,189.24,-0.003,0,4,12,0,4,16,4,4,34,4,0,0,30,8.997268466522677,8.43689,6.090570409953054
191,191,8.0,0,0.436,234.92,-0.003,0,8,0,0,6,8,3,0,35,8,0,0,27,2.974283464566929,2.16608,2.3883144301851287
192,192,14.0,0,0.8488,214.64,0.002,0,8,3,0,6,11,0,0,35,8,3,0,24,2.364962289156627,1.59871,2.3532265551971663
193,193,12.5,0,0.435,216.74,0.003,0,8,3,0,6,11,0,0,35,8,3,0,24,3.5254686330935256,2.50829,2.20272176683518
194,194,17.0,0,0.3999,333.41,-0.005,0,8,6,0,6,14,0,0,47,8,6,0,33,4.361748835978836,3.85168,2.458388118175177
195,195,20.0,0,0.0254,388.04,-0.006,0,12,4,0,8,16,4,0,48,12,0,0,36,12.263435185995624,11.5871,5.076847956841896
196,196,20.0,0,0.2614,202.24,-0.001,2,2,9,0,2,9,3,0,38,2,7,0,29,10.65862729032258,10.06637,5.519531843831784
198,198,6.0,0,0.2273,169.36,0.001,0,2,2,0,0,4,2,2,30,2,2,0,26,8.390471336760926,7.98121,4.787848136093698
199,199,16.0,0,0.1663,160.7,-0.003,2,4,6,0,2,8,1,2,28,4,4,0,20,7.253956614420062,6.44777,4.528328272813097
2,2,7.5,0,0.0525,154.32,-0.001,0,8,0,0,2,7,0,4,16,8,0,0,8,5.240352352941177,1.58883,6.330782967605497
20,H6,26.0,0,0.165,218.44,-0.002,0,4,12,0,4,16,6,4,38,4,0,0,34,3.743238441558441,3.02573,2.868209635043891
200,200,12.0,4,0.0491,290.54,0.007,0,16,0,0,4,12,2,8,32,8,0,0,24,11.12479731958763,10.66722,5.835907029170343
201,201,36.0,0,0.3441,290.28,0.002,4,8,14,0,8,18,4,0,46,8,2,0,36,7.417715809523808,6.37033,3.912069595913565
202,202,10.0,0,0.1186,287.68,0.005,0,12,0,0,4,8,6,6,35,8,0,0,27,1.6302514666666663,0.61987,3.626691223581698
21,21,27.0,0,0.3171,263.22,-0.006,0,6,12,0,0,18,6,6,60,6,0,0,54,4.7910659036144585,4.1893,1.81649257911526
22,H7,27.0,0,0.3052,261.12,-0.004,0,6,12,0,0,18,3,6,42,6,0,0,36,3.15383,2.48,2.233083306251592
23,23,18.0,0,0.322,190.7,-0.002,4,2,8,0,0,8,3,2,35,2,2,0,31,1.9439061333333327,0.8558799999999999,3.721177244948841
24,24,18.0,0,0.5335,204.78,0.001,6,6,6,0,4,8,3,2,37,6,0,0,31,2.2677597674418606,0.47254,4.531352415690962
25,25,20.0,0,0.6043,256.96,-0.0,6,8,6,0,6,10,3,2,45,8,0,0,37,3.660342021857924,3.07276,2.8954905414412413
26,26,20.0,0,0.6239,270.86,-0.004,6,8,6,0,6,10,3,2,47,8,0,0,39,1.666346172839506,1.05108,2.5911808970207684
27,27,24.0,0,0.707,263.66,0.002,6,4,10,0,2,10,3,2,47,4,4,0,39,2.5810761702127665,1.38153,3.909118008832821
28,28,13.0,2,0.4129,191.48,2.001,4,8,4,0,0,8,4,4,38,4,0,0,34,2.2220673626373637,1.32343,3.1123640379815014
29,29,25.0,2,0.4977,217.12,0.002,8,10,8,0,0,14,4,6,46,6,0,0,40,2.7695356140350875,1.20683,4.50101698087865
3,H1,16.0,0,0.398,138.72,0.016,0,0,8,0,0,8,0,0,24,0,8,0,16,10.84136819706499,10.3612,6.007922148132084
30,30,20.0,0,0.9672,267.68,-0.005,8,4,8,0,0,8,4,4,52,4,0,0,48,1.9081013333333328,0.8992099999999998,3.40374290484082
31,31,20.0,0,1.1844,323.28,-0.005,8,4,8,0,0,8,4,4,60,4,0,0,56,3.444809999999999,-0.2475,5.937384471914661
32,H8,20.0,0,0.4099,260.28,0.0,8,4,8,0,0,8,6,4,42,4,0,0,38,2.735052983137636,2.00643,2.943198567267672
33,H9,30.0,0,0.543,304.92,-0.002,12,6,12,0,0,12,6,6,54,6,0,0,48,3.2889614201183432,2.53986,2.000842155444823
34,34,29.0,0,0.5283,290.32,0.002,8,6,12,0,0,14,5,6,50,6,0,0,44,3.377444736842105,2.58329,2.3882867114932216
35,35,28.0,0,0.394,275.72,-0.005,4,6,12,0,0,16,4,6,46,6,0,0,40,4.374907022222223,3.37188,3.007546959273624
36,36,20.0,0,0.818,364.08,-0.0,8,4,8,0,0,8,10,4,76,4,0,0,72,1.410920843373494,0.29925,3.4619734138063074
38,,27.0,8,0.3497,377.86,-0.001,0,16,8,0,4,20,10,6,62,52,10,0,0,4.782631457912196,4.725800288461539,2.1334293205053254
4,H2,6.0,0,0.3912,257.34,-0.005,0,6,0,0,6,6,3,0,36,6,0,0,30,6.815364242424242,5.68675,4.434936358174045
40,H10,26.0,0,0.179,235.64,0.004,4,2,10,2,0,12,5,2,46,2,6,2,36,2.477102549019608,1.51835,2.9281958091729807
41,H11,52.0,0,0.8396,471.28,-0.005,8,4,20,4,0,24,10,4,100,4,12,4,80,1.3915945569620254,0.31783,3.516594882181024
45,H12,20.0,0,0.1413,223.0,0.002,0,0,10,0,0,10,4,0,34,0,10,0,24,2.4655691139240505,1.51593,3.5039711483994376
46,H13,44.0,0,0.1033,251.32,-0.004,8,4,16,4,4,20,4,4,32,4,0,4,24,5.646292638297872,4.31154,4.105014213023605
47,H14,36.0,0,0.7544,244.96,0.001,4,4,12,4,8,16,4,0,44,4,0,4,36,4.692451191709845,3.4146,3.32408125735902
48,H15,15.0,0,0.1913,180.62,0.001,1,1,7,0,2,7,1,0,18,0,5,0,13,1.924278596491228,0.7009,3.453458648462964
49,49,34.0,0,0.2629,466.64,0.004,8,8,13,0,13,13,5,0,56,8,0,0,48,5.383701578947369,1.78686,5.830337664584827
5,5,4.0,4,0.408,150.26,0.0,0,4,0,0,0,4,4,0,30,4,0,0,26,2.1049522388059696,0.93431,3.656133577430859
50,50,40.0,0,0.12,258.92,0.003,0,0,20,4,12,20,4,0,16,0,0,0,16,2.2928527559055123,1.5507,2.39406354818158
51,51,25.0,0,0.1582,219.7,-0.002,4,7,8,0,4,11,3,2,25,6,2,0,17,1.3408398305084748,0.55958,2.5833847647831187
52,H16,20.0,0,0.0892,231.08,-0.008,4,4,8,0,8,8,2,0,18,4,0,0,14,3.3516027586206896,0.83901,5.232346989662839
53,53,12.0,0,0.1674,167.72,0.004,4,4,4,0,4,4,2,0,18,4,0,0,14,6.273268013937281,5.83287,4.111976464249782
54,54,17.0,0,0.0833,313.59,0.004,4,4,7,0,4,7,3,0,23,4,2,0,17,2.9922186153846155,1.55126,4.12029968267316
55,55,6.0,0,0.1785,168.14,0.0,0,6,0,0,4,6,0,2,18,6,0,0,12,4.129628783068783,3.48084,3.046790355171701
56,H17,6.0,0,0.2996,257.34,0.002,0,6,0,0,6,6,3,0,36,6,0,0,30,10.735667079107504,10.16421,6.010372676796889
57,57,12.0,0,0.2298,288.51,0.008,0,6,3,0,9,9,3,0,27,6,0,0,21,9.76093532438479,9.26794,5.865516160955892
58,58,4.0,0,0.3784,233.66,0.005,0,4,0,0,4,4,4,0,38,4,0,0,34,10.015435076252722,9.36664,5.661426292421909
59,59,8.0,0,0.3852,226.64,0.0,0,4,2,0,4,6,4,0,38,4,2,0,32,9.481071333333333,8.69964,5.613564897801119
6,6,6.0,6,0.3761,225.39,-0.003,0,6,0,0,0,6,6,0,45,6,0,0,39,10.660665947046844,10.1188,6.047934593420075
60,60,6.0,0,0.3295,329.64,0.001,0,6,0,0,6,6,6,0,54,6,0,0,48,11.489445507246376,10.77486,5.467697592856265
63,63,4.0,0,0.0986,242.12,0.003,0,8,0,0,8,0,0,8,28,8,0,0,20,4.216015147928994,3.59717,2.194749080471052
64,64,2.0,0,0.0593,169.26,-0.006,0,4,0,0,4,0,2,4,20,4,0,0,16,8.909357009966778,7.59855,6.612025117808205
65,65,3.0,0,0.0686,253.89,0.001,0,6,0,0,6,0,3,6,30,5,0,0,25,10.700352880324544,10.14863,6.0745752001471525
66,66,4.0,0,0.0206,338.52,-0.003,0,8,0,0,8,0,4,8,40,7,0,0,33,10.856338126272917,10.32393,5.96186358390439
67,67,12.0,0,0.0522,120.92,0.0,4,4,4,0,4,4,2,0,18,4,0,0,14,9.244263758865248,9.00368,5.665116849125212
68,68,12.0,0,0.0934,134.82,-0.002,4,4,4,0,4,4,2,0,20,4,0,0,16,8.685654592145015,6.8142,6.26772670397087
69,69,12.0,0,0.0837,148.72,-0.002,4,4,4,0,4,4,2,0,22,4,0,0,18,9.98238175946548,9.57404,5.99756993190494
7,7,8.0,8,0.368,300.52,0.001,0,8,0,0,0,8,8,0,60,8,0,0,52,5.830524624277457,5.15059,1.9973911733435867
70,70,12.0,0,0.101,162.62,-0.0,4,4,4,0,4,4,2,0,24,4,0,0,20,8.911680812324931,7.467539999999999,5.907986102178528
71,71,12.0,0,0.0877,176.52,-0.003,4,4,4,0,4,4,2,0,26,4,0,0,22,9.727063176470589,9.09391,5.62829580994791
72,72,12.0,0,0.0743,190.42,0.002,4,4,4,0,4,4,2,0,28,4,0,0,24,10.539861913978497,10.17012,5.9686003606953335
73,73,24.0,3,0.1023,233.4,-0.001,6,6,9,0,6,9,0,0,21,6,3,0,12,2.5136495275590542,1.50835,2.681896440968609
74,74,2.0,0,0.0129,147.96,0.004,0,4,0,0,4,0,4,4,20,4,0,0,16,10.589413213530657,10.34889,6.41170488800789
75,75,2.0,0,0.0244,158.16,0.008,0,4,0,0,4,0,6,4,20,4,0,0,16,8.759617455919395,8.4222,5.491003698926408
76,76,8.0,0,0.1214,199.47,0.001,0,8,0,0,6,8,1,2,29,8,0,0,21,10.845185073068896,10.40107,6.088240608555877
77,77,10.0,0,0.0414,289.2,-0.006,0,10,0,0,6,10,0,2,24,8,0,0,16,4.004567595628416,3.39188,2.774662520266826
79,79,6.0,0,0.1777,168.14,-0.001,0,6,0,0,4,6,0,2,18,6,0,0,12,8.624139648093841,6.76971,6.304110382429701
8,8,48.0,0,0.0407,359.76,4.016,0,4,0,0,0,4,10,4,34,4,0,0,30,10.50549168224299,9.56305,5.918157114035669
80,80,8.0,0,0.0851,259.72,-0.0,0,8,0,0,0,8,0,4,28,8,0,0,20,10.808984112734864,10.36811,6.055836502466408
81,81,10.0,0,0.0988,176.6,0.002,0,10,0,0,0,10,0,6,24,10,0,0,14,10.564083604887983,10.10749,6.16919960686998
82,82,8.0,0,0.0851,259.72,0.001,0,8,0,0,0,8,0,4,28,8,0,0,20,10.808984112734864,10.36811,6.055836502466408
83,H18,8.0,0,0.0604,173.52,0.001,0,8,0,0,0,8,0,4,24,8,0,0,16,10.68197786163522,10.32801,6.206313957289072
84,84,19.0,2,0.1175,258.74,-0.0,2,8,4,2,2,12,5,2,34,4,2,2,26,10.348449150326797,9.77904,5.608882820478569
85,85,20.0,2,0.0649,257.03,0.003,2,9,4,2,2,13,4,3,31,5,2,2,22,10.420852255965292,9.87863,5.677658847033343
86,86,4.0,0,0.2694,232.76,4.012,0,4,0,0,0,4,4,4,36,4,0,0,32,3.221647080745341,2.58447,1.8370331045599704
87,H20,40.0,0,0.1413,237.7,-0.005,20,20,10,0,0,10,0,10,40,20,0,0,20,1.8661500787401573,1.32706,2.189122373891338
88,88,16.0,0,0.398,138.72,0.016,0,0,8,0,0,8,0,0,24,0,8,0,16,10.84136819706499,10.3612,6.007922148132084
89,89,16.0,0,0.398,138.72,0.016,0,0,8,0,0,8,0,0,24,0,8,0,16,10.84136819706499,10.3612,6.007922148132084
9,9,12.0,4,0.5955,212.4,4.001,0,8,2,0,2,8,2,4,48,8,0,0,40,4.098349101123596,3.19514,2.9624485364653905
90,90,16.0,0,0.398,138.72,0.016,0,0,8,0,0,8,0,0,24,0,8,0,16,10.84136819706499,10.3612,6.007922148132084
92,92,13.0,0,0.0656,147.71,-0.001,4,5,4,0,4,5,1,1,20,5,0,0,15,8.799876986666668,7.851549999999999,5.925168601917506
93,93,12.0,0,0.0597,177.92,0.002,4,4,4,0,4,4,2,0,36,4,0,0,32,9.052238151898734,8.327949999999998,5.932428286034579
94,94,12.0,0,0.0893,190.42,-0.0,4,4,4,0,4,4,2,0,20,4,0,0,16,10.607635384615383,10.37939,6.371017932582847
95,H21,14.0,0,0.0825,131.4,-0.0,4,6,4,0,4,6,0,2,20,6,0,0,14,9.228246437054633,8.97011,5.56672667596287
96,96,14.0,0,0.089,159.2,-0.001,4,6,4,0,4,6,0,2,20,4,0,0,16,8.747814789915967,7.42968,6.085778674506691
97,H22,18.0,0,0.176,504.42,0.0,0,18,0,0,12,18,0,6,54,18,0,0,36,12.870813370288248,12.18286,4.623235088536598
99,99,14.0,0,0.2407,207.5,-0.001,0,4,6,0,0,10,0,0,32,4,6,0,22,3.2713738095238094,2.83319,2.594712633548986
